scenario,m,a,run,model,delta_base,delta_eff,MAE,RMSE
"m=4,a=0.3",4,0.3,88,classic,NaN,NaN,0.917464522047588,1.31178555269235
"m=4,a=0.3",4,0.3,88,robust_d_small,0.05,0.1,1.2341286134288,1.7706405661383
"m=4,a=0.3",4,0.3,88,robust_d_medium,0.35,0.7,1.23245958013129,1.76763500937416
"m=4,a=0.3",4,0.3,88,robust_d_big,1.5,3,1.22805436693801,1.75511919555352
"m=4,a=0.3",4,0.3,88,robust_d_auto,NaN,3.63768609494596,1.22805294803156,1.7551168057124
"m=4,a=0.3",4,0.3,90,classic,NaN,NaN,1.04431912082084,1.56694278800852
"m=4,a=0.3",4,0.3,90,robust_d_small,0.05,0.1,0.680531125027012,0.88726805473761
"m=4,a=0.3",4,0.3,90,robust_d_medium,0.35,0.7,1.09993219063265,1.68059371433754
"m=4,a=0.3",4,0.3,90,robust_d_big,1.5,3,1.09993220156152,1.68059373033956
"m=4,a=0.3",4,0.3,90,robust_d_auto,NaN,0.884312388884622,1.09993221963782,1.68059374788149
"m=4,a=0.3",4,0.3,91,classic,NaN,NaN,0.984267545560449,1.25132389378196
"m=4,a=0.3",4,0.3,91,robust_d_small,0.05,0.1,0.718139358987903,0.9478734726489
"m=4,a=0.3",4,0.3,91,robust_d_medium,0.35,0.7,0.841345472780766,1.06515864578447
"m=4,a=0.3",4,0.3,91,robust_d_big,1.5,3,1.08112239866026,1.39141242907025
"m=4,a=0.3",4,0.3,91,robust_d_auto,NaN,1.59296493107996,1.05592040770201,1.35216562760939
"m=4,a=0.3",4,0.3,92,classic,NaN,NaN,0.849321552314398,1.18483890290612
"m=4,a=0.3",4,0.3,92,robust_d_small,0.05,0.1,0.987270784429862,1.37021491569988
"m=4,a=0.3",4,0.3,92,robust_d_medium,0.35,0.7,0.992136183494418,1.38074409879283
"m=4,a=0.3",4,0.3,92,robust_d_big,1.5,3,1.10026615056988,1.38039089670982
"m=4,a=0.3",4,0.3,92,robust_d_auto,NaN,4.2588398164782,0.929812264984289,1.09953081388277
"m=4,a=0.3",4,0.3,93,classic,NaN,NaN,1.0674149829469,1.63334414728544
"m=4,a=0.3",4,0.3,93,robust_d_small,0.05,0.1,1.13886487907986,1.68981171544453
"m=4,a=0.3",4,0.3,93,robust_d_medium,0.35,0.7,1.01446081426241,1.37458470960188
"m=4,a=0.3",4,0.3,93,robust_d_big,1.5,3,1.13356773997638,1.44362959083646
"m=4,a=0.3",4,0.3,93,robust_d_auto,NaN,6.03109839246725,1.02932494078106,1.33770982836623
"m=4,a=0.3",4,0.3,94,classic,NaN,NaN,0.742849634218564,0.906650442082438
"m=4,a=0.3",4,0.3,94,robust_d_small,0.05,0.1,0.837418770107781,1.01915066235549
"m=4,a=0.3",4,0.3,94,robust_d_medium,0.35,0.7,0.847503296299491,1.03154639539991
"m=4,a=0.3",4,0.3,94,robust_d_big,1.5,3,0.957709258236671,1.16164196948022
"m=4,a=0.3",4,0.3,94,robust_d_auto,NaN,1.89504457227751,0.957709263550091,1.16164197875591
"m=4,a=0.3",4,0.3,95,classic,NaN,NaN,0.809188163898219,1.03241363991208
"m=4,a=0.3",4,0.3,95,robust_d_small,0.05,0.1,1.18670672091566,1.50758054403007
"m=4,a=0.3",4,0.3,95,robust_d_medium,0.35,0.7,0.842380391827696,1.04133011876086
"m=4,a=0.3",4,0.3,95,robust_d_big,1.5,3,0.819247031367911,1.02019930084715
"m=4,a=0.3",4,0.3,95,robust_d_auto,NaN,4.3998406322711,1.25608558034133,1.52524235490115
"m=4,a=0.3",4,0.3,96,classic,NaN,NaN,0.97844337902011,1.30739065967784
"m=4,a=0.3",4,0.3,96,robust_d_small,0.05,0.1,0.815234219615152,1.04772381538554
"m=4,a=0.3",4,0.3,96,robust_d_medium,0.35,0.7,0.836836308475112,1.08080680372712
"m=4,a=0.3",4,0.3,96,robust_d_big,1.5,3,0.838689487653134,1.08395545767619
"m=4,a=0.3",4,0.3,96,robust_d_auto,NaN,2.03584163786214,0.838689472945109,1.08395542839554
"m=4,a=0.3",4,0.3,97,classic,NaN,NaN,0.855732824007986,1.07695117132669
"m=4,a=0.3",4,0.3,97,robust_d_small,0.05,0.1,0.78422576564663,1.00170125024233
"m=4,a=0.3",4,0.3,97,robust_d_medium,0.35,0.7,0.797767727825686,1.00634428372828
"m=4,a=0.3",4,0.3,97,robust_d_big,1.5,3,0.862510164058266,1.05831627164145
"m=4,a=0.3",4,0.3,97,robust_d_auto,NaN,1.63593321573415,0.865091386876943,1.06127607735417
"m=4,a=0.3",4,0.3,99,classic,NaN,NaN,0.996147574371704,1.38617745903087
"m=4,a=0.3",4,0.3,99,robust_d_small,0.05,0.1,1.0198341489449,1.48815502303796
"m=4,a=0.3",4,0.3,99,robust_d_medium,0.35,0.7,1.01729115226425,1.48445809243906
"m=4,a=0.3",4,0.3,99,robust_d_big,1.5,3,1.01729115128653,1.48445808772173
"m=4,a=0.3",4,0.3,99,robust_d_auto,NaN,1.10251353380326,0.984727281124742,1.33896442217758
"m=4,a=0.3",4,0.3,100,classic,NaN,NaN,0.80121787229194,1.21803944592634
"m=4,a=0.3",4,0.3,100,robust_d_small,0.05,0.1,0.949242264629697,1.40811764092114
"m=4,a=0.3",4,0.3,100,robust_d_medium,0.35,0.7,0.856328731816151,1.22378305759641
"m=4,a=0.3",4,0.3,100,robust_d_big,1.5,3,0.821163917013495,1.16234493167578
"m=4,a=0.3",4,0.3,100,robust_d_auto,NaN,1.86400754788099,0.742848893895456,0.981051604510263
"m=20,a=0.7",20,0.7,2,classic,NaN,NaN,1.40038306678514,1.68385949096056
"m=20,a=0.7",20,0.7,2,robust_d_small,0.05,0.1,0.816856814829995,1.02558081251903
"m=20,a=0.7",20,0.7,2,robust_d_medium,0.35,0.7,1.58402073182213,1.88233803513586
"m=20,a=0.7",20,0.7,2,robust_d_big,1.5,3,0.814777346215635,1.02179811006474
"m=20,a=0.7",20,0.7,2,robust_d_auto,NaN,0.370279758414581,0.814806423680069,1.02183102898767
"m=20,a=0.7",20,0.7,3,classic,NaN,NaN,2.33452993986572,2.55877665068454
"m=20,a=0.7",20,0.7,3,robust_d_small,0.05,0.1,2.97340472738204,3.19038193023543
"m=20,a=0.7",20,0.7,3,robust_d_medium,0.35,0.7,0.749565125153097,0.969525563000479
"m=20,a=0.7",20,0.7,3,robust_d_big,1.5,3,0.806059630285511,0.998632473100499
"m=20,a=0.7",20,0.7,3,robust_d_auto,NaN,1.84097557425817,0.791951804514196,0.981081711333477
"m=20,a=0.7",20,0.7,4,classic,NaN,NaN,3.95521584076449,4.37563431785556
"m=20,a=0.7",20,0.7,4,robust_d_small,0.05,0.1,3.60436058072198,4.04940092861548
"m=20,a=0.7",20,0.7,4,robust_d_medium,0.35,0.7,3.70599453644148,4.14665878177088
"m=20,a=0.7",20,0.7,4,robust_d_big,1.5,3,3.70165966749154,4.14517431518035
"m=20,a=0.7",20,0.7,4,robust_d_auto,NaN,0.43637172295316,3.7059944322791,4.14665866458658
"m=20,a=0.7",20,0.7,5,classic,NaN,NaN,1.08961377823782,1.28625523217369
"m=20,a=0.7",20,0.7,5,robust_d_small,0.05,0.1,0.672333116978459,0.814813005515877
"m=20,a=0.7",20,0.7,5,robust_d_medium,0.35,0.7,0.665915705374249,0.810167625661186
"m=20,a=0.7",20,0.7,5,robust_d_big,1.5,3,0.665989014911824,0.810046888553624
"m=20,a=0.7",20,0.7,5,robust_d_auto,NaN,1.55253700451736,0.666423288500908,0.811056443112023
"m=20,a=0.7",20,0.7,6,classic,NaN,NaN,0.67011671713837,0.805731645556997
"m=20,a=0.7",20,0.7,6,robust_d_small,0.05,0.1,0.627762999575476,0.805805607999688
"m=20,a=0.7",20,0.7,6,robust_d_medium,0.35,0.7,0.632549996210329,0.807825420265922
"m=20,a=0.7",20,0.7,6,robust_d_big,1.5,3,0.633735181659365,0.808461764734894
"m=20,a=0.7",20,0.7,6,robust_d_auto,NaN,1.71406799848366,0.629438519360974,0.803389810178313
"m=20,a=0.7",20,0.7,7,classic,NaN,NaN,2.06667144012138,2.31350417734003
"m=20,a=0.7",20,0.7,7,robust_d_small,0.05,0.1,0.949396300811522,1.15979879618628
"m=20,a=0.7",20,0.7,7,robust_d_medium,0.35,0.7,0.952691161302486,1.16301776401506
"m=20,a=0.7",20,0.7,7,robust_d_big,1.5,3,0.95270548331533,1.16302538812054
"m=20,a=0.7",20,0.7,7,robust_d_auto,NaN,0.66937046792488,0.953038079525791,1.16352861554043
"m=20,a=0.7",20,0.7,8,classic,NaN,NaN,2.04552994762555,2.30524642699717
"m=20,a=0.7",20,0.7,8,robust_d_small,0.05,0.1,0.756270380010742,0.986594494065703
"m=20,a=0.7",20,0.7,8,robust_d_medium,0.35,0.7,0.849589329682967,1.0915080634724
"m=20,a=0.7",20,0.7,8,robust_d_big,1.5,3,0.756729076374689,0.987911217032563
"m=20,a=0.7",20,0.7,8,robust_d_auto,NaN,0.492496739192535,0.756423512277815,0.987405967996925
"m=20,a=0.7",20,0.7,9,classic,NaN,NaN,1.31767919661537,1.47494770963734
"m=20,a=0.7",20,0.7,9,robust_d_small,0.05,0.1,0.629341271416823,0.818289019183447
"m=20,a=0.7",20,0.7,9,robust_d_medium,0.35,0.7,0.626867669654445,0.818173859635242
"m=20,a=0.7",20,0.7,9,robust_d_big,1.5,3,0.621449097487894,0.806688364339355
"m=20,a=0.7",20,0.7,9,robust_d_auto,NaN,1.29376598652516,0.665845245626748,0.852730069077232
"m=20,a=0.7",20,0.7,10,classic,NaN,NaN,1.32030195228417,1.64875824460718
"m=20,a=0.7",20,0.7,10,robust_d_small,0.05,0.1,1.27613323074739,1.58371255260988
"m=20,a=0.7",20,0.7,10,robust_d_medium,0.35,0.7,1.27613323074739,1.58371255260988
"m=20,a=0.7",20,0.7,10,robust_d_big,1.5,3,1.27613322875974,1.58371254954467
"m=20,a=0.7",20,0.7,10,robust_d_auto,NaN,0.0254570607822311,1.27613322580528,1.58371254499184
"m=20,a=0.7",20,0.7,11,classic,NaN,NaN,2.09506207352549,2.28858857693717
"m=20,a=0.7",20,0.7,11,robust_d_small,0.05,0.1,2.13704490874407,2.31416883200541
"m=20,a=0.7",20,0.7,11,robust_d_medium,0.35,0.7,2.14077414167771,2.31770136668369
"m=20,a=0.7",20,0.7,11,robust_d_big,1.5,3,1.99406435936106,2.18693960108997
"m=20,a=0.7",20,0.7,11,robust_d_auto,NaN,1.71043267545071,0.738846112875393,0.904964619609512
"m=20,a=0.7",20,0.7,12,classic,NaN,NaN,2.61057593934822,2.78789530821474
"m=20,a=0.7",20,0.7,12,robust_d_small,0.05,0.1,0.737916819308188,0.954160747016803
"m=20,a=0.7",20,0.7,12,robust_d_medium,0.35,0.7,0.738272820657576,0.949661984299183
"m=20,a=0.7",20,0.7,12,robust_d_big,1.5,3,2.57436615740266,2.78418600870307
"m=20,a=0.7",20,0.7,12,robust_d_auto,NaN,1.74432390360785,2.52618046431113,2.73634606819402
"m=20,a=0.7",20,0.7,13,classic,NaN,NaN,0.982663622619163,1.1707893689264
"m=20,a=0.7",20,0.7,13,robust_d_small,0.05,0.1,0.710914331001733,0.868282372907278
"m=20,a=0.7",20,0.7,13,robust_d_medium,0.35,0.7,0.701657787248999,0.864133526764389
"m=20,a=0.7",20,0.7,13,robust_d_big,1.5,3,0.701132442960419,0.866256795578216
"m=20,a=0.7",20,0.7,13,robust_d_auto,NaN,1.84430396413275,0.701132430269114,0.866256833331141
"m=20,a=0.7",20,0.7,14,classic,NaN,NaN,2.28056220781965,2.45825186351999
"m=20,a=0.7",20,0.7,14,robust_d_small,0.05,0.1,0.72436990129076,0.888086324292579
"m=20,a=0.7",20,0.7,14,robust_d_medium,0.35,0.7,0.725903191924907,0.898626604045928
"m=20,a=0.7",20,0.7,14,robust_d_big,1.5,3,0.726297993616767,0.900134781279049
"m=20,a=0.7",20,0.7,14,robust_d_auto,NaN,1.11381632572987,0.696839733044815,0.855405783972749
"m=20,a=0.7",20,0.7,16,classic,NaN,NaN,1.00676114997253,1.1648274504951
"m=20,a=0.7",20,0.7,16,robust_d_small,0.05,0.1,0.481732616551653,0.661468134910129
"m=20,a=0.7",20,0.7,16,robust_d_medium,0.35,0.7,0.500935990167018,0.689324639061186
"m=20,a=0.7",20,0.7,16,robust_d_big,1.5,3,0.483039863234083,0.656466786189277
"m=20,a=0.7",20,0.7,16,robust_d_auto,NaN,1.52560712783994,0.532402238336513,0.721192014150525
"m=20,a=0.7",20,0.7,17,classic,NaN,NaN,4.12749280224997,4.26097192172781
"m=20,a=0.7",20,0.7,17,robust_d_small,0.05,0.1,3.97362852845328,4.1105412717956
"m=20,a=0.7",20,0.7,17,robust_d_medium,0.35,0.7,3.86647005084864,4.00956079653739
"m=20,a=0.7",20,0.7,17,robust_d_big,1.5,3,3.88190764177472,4.02589448900738
"m=20,a=0.7",20,0.7,17,robust_d_auto,NaN,1.3248516746379,0.855134805676642,1.01829533387823
"m=20,a=0.7",20,0.7,18,classic,NaN,NaN,1.07861905357975,1.25505201054945
"m=20,a=0.7",20,0.7,18,robust_d_small,0.05,0.1,0.628813307417313,0.809915108593608
"m=20,a=0.7",20,0.7,18,robust_d_medium,0.35,0.7,0.629876362735647,0.811491288191261
"m=20,a=0.7",20,0.7,18,robust_d_big,1.5,3,0.695782177456364,0.885217738533585
"m=20,a=0.7",20,0.7,18,robust_d_auto,NaN,0.158761567896225,0.636296253878148,0.815795230941327
"m=20,a=0.7",20,0.7,19,classic,NaN,NaN,4.39063629627329,4.60522754890166
"m=20,a=0.7",20,0.7,19,robust_d_small,0.05,0.1,0.99772833592672,1.28602004489364
"m=20,a=0.7",20,0.7,19,robust_d_medium,0.35,0.7,1.05533823211473,1.33246861089792
"m=20,a=0.7",20,0.7,19,robust_d_big,1.5,3,1.04042525525323,1.32257437640181
"m=20,a=0.7",20,0.7,19,robust_d_auto,NaN,0.748531951441676,1.03003364706848,1.31338581598665
"m=20,a=0.7",20,0.7,20,classic,NaN,NaN,1.63841936594883,1.77369144010954
"m=20,a=0.7",20,0.7,20,robust_d_small,0.05,0.1,0.554243224220913,0.668485009558622
"m=20,a=0.7",20,0.7,20,robust_d_medium,0.35,0.7,0.562000262427402,0.693204726821653
"m=20,a=0.7",20,0.7,20,robust_d_big,1.5,3,0.573211495164116,0.696105335172671
"m=20,a=0.7",20,0.7,20,robust_d_auto,NaN,1.98400996563627,0.573222221089399,0.696092214708541
"m=20,a=0.7",20,0.7,21,classic,NaN,NaN,2.93630203416837,3.16258470630448
"m=20,a=0.7",20,0.7,21,robust_d_small,0.05,0.1,0.816557237842096,1.07066935803481
"m=20,a=0.7",20,0.7,21,robust_d_medium,0.35,0.7,0.842779737178777,1.04413959101168
"m=20,a=0.7",20,0.7,21,robust_d_big,1.5,3,0.814257046280175,1.06547364797101
"m=20,a=0.7",20,0.7,21,robust_d_auto,NaN,0.911785203013696,0.814111462118365,1.0651862180703
"m=20,a=0.7",20,0.7,22,classic,NaN,NaN,2.50020822433705,2.67208536323585
"m=20,a=0.7",20,0.7,22,robust_d_small,0.05,0.1,0.683094848983535,0.910036842948421
"m=20,a=0.7",20,0.7,22,robust_d_medium,0.35,0.7,0.683184186976386,0.911369597253975
"m=20,a=0.7",20,0.7,22,robust_d_big,1.5,3,0.68380122533649,0.911638196894561
"m=20,a=0.7",20,0.7,22,robust_d_auto,NaN,0.805610145692138,0.682919622036298,0.911389841047311
"m=20,a=0.7",20,0.7,23,classic,NaN,NaN,2.75480292007437,2.84915925875946
"m=20,a=0.7",20,0.7,23,robust_d_small,0.05,0.1,1.486684949742,1.64688662444696
"m=20,a=0.7",20,0.7,23,robust_d_medium,0.35,0.7,2.31804145069346,2.43547914868975
"m=20,a=0.7",20,0.7,23,robust_d_big,1.5,3,2.12058077566382,2.24929205908376
"m=20,a=0.7",20,0.7,23,robust_d_auto,NaN,1.71351356382819,0.596718948547472,0.754797632437178
"m=20,a=0.7",20,0.7,24,classic,NaN,NaN,3.70036247590885,3.84372064177518
"m=20,a=0.7",20,0.7,24,robust_d_small,0.05,0.1,0.628412546480782,0.869293774827053
"m=20,a=0.7",20,0.7,24,robust_d_medium,0.35,0.7,0.638071167897849,0.879352424338483
"m=20,a=0.7",20,0.7,24,robust_d_big,1.5,3,0.72736027581277,0.931407075175694
"m=20,a=0.7",20,0.7,24,robust_d_auto,NaN,2.27092235540969,0.630807772571694,0.872142945309001
"m=20,a=0.7",20,0.7,25,classic,NaN,NaN,2.38853513331649,2.51408722816217
"m=20,a=0.7",20,0.7,25,robust_d_small,0.05,0.1,0.649564882040584,0.781304236004697
"m=20,a=0.7",20,0.7,25,robust_d_medium,0.35,0.7,0.641684012155267,0.775918296344977
"m=20,a=0.7",20,0.7,25,robust_d_big,1.5,3,0.638041239600467,0.773035897468139
"m=20,a=0.7",20,0.7,25,robust_d_auto,NaN,1.88087139291092,0.638456798525259,0.772747256058796
"m=20,a=0.7",20,0.7,26,classic,NaN,NaN,2.38816562950603,2.57225453158253
"m=20,a=0.7",20,0.7,26,robust_d_small,0.05,0.1,0.756272509330087,0.96146499850371
"m=20,a=0.7",20,0.7,26,robust_d_medium,0.35,0.7,0.739196133942643,0.959383264602094
"m=20,a=0.7",20,0.7,26,robust_d_big,1.5,3,0.72704239131746,0.950041651813465
"m=20,a=0.7",20,0.7,26,robust_d_auto,NaN,1.60340379782189,0.727349860000183,0.950803742078504
"m=20,a=0.7",20,0.7,27,classic,NaN,NaN,1.49163434030354,1.73160864731096
"m=20,a=0.7",20,0.7,27,robust_d_small,0.05,0.1,0.778799052465587,0.987453315244337
"m=20,a=0.7",20,0.7,27,robust_d_medium,0.35,0.7,0.745893818162305,0.947657695621295
"m=20,a=0.7",20,0.7,27,robust_d_big,1.5,3,0.746100207570073,0.947580669499263
"m=20,a=0.7",20,0.7,27,robust_d_auto,NaN,1.8980409842907,0.764419537200274,0.976797487364836
"m=20,a=0.7",20,0.7,28,classic,NaN,NaN,2.27294808166083,2.42951197235896
"m=20,a=0.7",20,0.7,28,robust_d_small,0.05,0.1,0.703720513281703,0.844866686396813
"m=20,a=0.7",20,0.7,28,robust_d_medium,0.35,0.7,0.702997902922681,0.844588779332936
"m=20,a=0.7",20,0.7,28,robust_d_big,1.5,3,0.703700521466211,0.845738240487033
"m=20,a=0.7",20,0.7,28,robust_d_auto,NaN,0.618341993753685,0.70344540202985,0.844810062490228
"m=20,a=0.7",20,0.7,29,classic,NaN,NaN,2.51020208900053,2.60335301900348
"m=20,a=0.7",20,0.7,29,robust_d_small,0.05,0.1,3.06975120911545,3.15940796025947
"m=20,a=0.7",20,0.7,29,robust_d_medium,0.35,0.7,3.52015579256031,3.6021942482946
"m=20,a=0.7",20,0.7,29,robust_d_big,1.5,3,3.30837884007635,3.39166361988822
"m=20,a=0.7",20,0.7,29,robust_d_auto,NaN,1.3587212300348,3.36995165979826,3.45321136700183
"m=20,a=0.7",20,0.7,30,classic,NaN,NaN,1.10045371141544,1.30288367244334
"m=20,a=0.7",20,0.7,30,robust_d_small,0.05,0.1,0.605175649743906,0.774733506280192
"m=20,a=0.7",20,0.7,30,robust_d_medium,0.35,0.7,0.566100111652007,0.757700396208667
"m=20,a=0.7",20,0.7,30,robust_d_big,1.5,3,0.565302459275867,0.754936741522888
"m=20,a=0.7",20,0.7,30,robust_d_auto,NaN,1.53472886766423,0.565314819982176,0.754981862385936
"m=20,a=0.7",20,0.7,31,classic,NaN,NaN,1.21820849083453,1.43219710342595
"m=20,a=0.7",20,0.7,31,robust_d_small,0.05,0.1,0.691713263268958,0.880369848938548
"m=20,a=0.7",20,0.7,31,robust_d_medium,0.35,0.7,0.6899761738481,0.877582992419828
"m=20,a=0.7",20,0.7,31,robust_d_big,1.5,3,1.19931884714289,1.46765117577202
"m=20,a=0.7",20,0.7,31,robust_d_auto,NaN,0.31419700385709,0.690666402911057,0.878692979965374
"m=20,a=0.7",20,0.7,32,classic,NaN,NaN,1.13256516247308,1.36905610194649
"m=20,a=0.7",20,0.7,32,robust_d_small,0.05,0.1,0.783451205556164,1.03442896125463
"m=20,a=0.7",20,0.7,32,robust_d_medium,0.35,0.7,0.783317392447202,1.03508176637146
"m=20,a=0.7",20,0.7,32,robust_d_big,1.5,3,0.783329760723568,1.0352454299424
"m=20,a=0.7",20,0.7,32,robust_d_auto,NaN,4.17574345094189,1.00973822152753,1.36281091826075
"m=20,a=0.7",20,0.7,34,classic,NaN,NaN,0.981125815298336,1.13774939057911
"m=20,a=0.7",20,0.7,34,robust_d_small,0.05,0.1,0.577789058759028,0.77102980393358
"m=20,a=0.7",20,0.7,34,robust_d_medium,0.35,0.7,0.577278825937719,0.769955444431751
"m=20,a=0.7",20,0.7,34,robust_d_big,1.5,3,0.571265109581085,0.759075905007411
"m=20,a=0.7",20,0.7,34,robust_d_auto,NaN,1.57242971880766,0.546944328492169,0.723550134112743
"m=20,a=0.7",20,0.7,35,classic,NaN,NaN,2.60197031910318,2.72852645645512
"m=20,a=0.7",20,0.7,35,robust_d_small,0.05,0.1,0.699605925324571,0.879311194090318
"m=20,a=0.7",20,0.7,35,robust_d_medium,0.35,0.7,0.708164640826257,0.89039324119828
"m=20,a=0.7",20,0.7,35,robust_d_big,1.5,3,0.716547768123547,0.898794567389608
"m=20,a=0.7",20,0.7,35,robust_d_auto,NaN,1.89753216199752,0.705156890732122,0.885966507815498
"m=20,a=0.7",20,0.7,36,classic,NaN,NaN,1.02965626935021,1.33146995690975
"m=20,a=0.7",20,0.7,36,robust_d_small,0.05,0.1,0.839197753069846,1.05548141988339
"m=20,a=0.7",20,0.7,36,robust_d_medium,0.35,0.7,0.83979251833074,1.05503821705617
"m=20,a=0.7",20,0.7,36,robust_d_big,1.5,3,0.839639461712991,1.05517568442886
"m=20,a=0.7",20,0.7,36,robust_d_auto,NaN,0.297567464263592,0.839636091427909,1.05586516158573
"m=20,a=0.7",20,0.7,37,classic,NaN,NaN,3.86053519766521,4.02314761175675
"m=20,a=0.7",20,0.7,37,robust_d_small,0.05,0.1,3.65498401056377,3.82864748053459
"m=20,a=0.7",20,0.7,37,robust_d_medium,0.35,0.7,3.90214381490276,4.07203750539801
"m=20,a=0.7",20,0.7,37,robust_d_big,1.5,3,3.99181136224983,4.1583179905866
"m=20,a=0.7",20,0.7,37,robust_d_auto,NaN,1.55955150415488,3.97905796776575,4.14342373098684
"m=20,a=0.7",20,0.7,38,classic,NaN,NaN,2.18075917610639,2.40539527950774
"m=20,a=0.7",20,0.7,38,robust_d_small,0.05,0.1,1.66493693348426,1.90298160905232
"m=20,a=0.7",20,0.7,38,robust_d_medium,0.35,0.7,0.696697516930614,0.83431161926506
"m=20,a=0.7",20,0.7,38,robust_d_big,1.5,3,1.75779355477832,1.99260363287581
"m=20,a=0.7",20,0.7,38,robust_d_auto,NaN,3.75156753190749,0.848937528632969,1.07412035451792
"m=20,a=0.7",20,0.7,39,classic,NaN,NaN,1.55850449355904,1.75460322924447
"m=20,a=0.7",20,0.7,39,robust_d_small,0.05,0.1,0.632437932870813,0.80175333178697
"m=20,a=0.7",20,0.7,39,robust_d_medium,0.35,0.7,0.633838187907171,0.802884883612619
"m=20,a=0.7",20,0.7,39,robust_d_big,1.5,3,0.632664191715055,0.802900158773699
"m=20,a=0.7",20,0.7,39,robust_d_auto,NaN,0.425371694957775,0.63314916412649,0.802576801440558
"m=20,a=0.7",20,0.7,40,classic,NaN,NaN,2.34223569194079,2.50451255407507
"m=20,a=0.7",20,0.7,40,robust_d_small,0.05,0.1,0.673813893836508,0.814310374381929
"m=20,a=0.7",20,0.7,40,robust_d_medium,0.35,0.7,0.66467829271925,0.805708365926597
"m=20,a=0.7",20,0.7,40,robust_d_big,1.5,3,0.668015755040017,0.808291029782069
"m=20,a=0.7",20,0.7,40,robust_d_auto,NaN,0.693991516354027,0.674442952411745,0.8210840350147
"m=20,a=0.7",20,0.7,41,classic,NaN,NaN,1.55155080781016,1.75192814244734
"m=20,a=0.7",20,0.7,41,robust_d_small,0.05,0.1,0.760708126945214,1.01396286240915
"m=20,a=0.7",20,0.7,41,robust_d_medium,0.35,0.7,0.764810607557497,0.990882071184632
"m=20,a=0.7",20,0.7,41,robust_d_big,1.5,3,1.42160126896968,1.62680380090828
"m=20,a=0.7",20,0.7,41,robust_d_auto,NaN,1.39599965756721,1.51060121618233,1.71975958521549
"m=20,a=0.7",20,0.7,42,classic,NaN,NaN,1.16534273600471,1.42762982010658
"m=20,a=0.7",20,0.7,42,robust_d_small,0.05,0.1,0.830347438054638,1.02410736215322
"m=20,a=0.7",20,0.7,42,robust_d_medium,0.35,0.7,1.1364663264032,1.38117036475849
"m=20,a=0.7",20,0.7,42,robust_d_big,1.5,3,1.19527366743624,1.44509327944225
"m=20,a=0.7",20,0.7,42,robust_d_auto,NaN,1.70490837945783,0.824997153668846,0.962221209084702
"m=20,a=0.7",20,0.7,43,classic,NaN,NaN,1.59912662557109,1.79004797350982
"m=20,a=0.7",20,0.7,43,robust_d_small,0.05,0.1,0.727910893946614,0.946648824183862
"m=20,a=0.7",20,0.7,43,robust_d_medium,0.35,0.7,0.732048756476205,0.950716647377578
"m=20,a=0.7",20,0.7,43,robust_d_big,1.5,3,0.730524816896637,0.949209084165319
"m=20,a=0.7",20,0.7,43,robust_d_auto,NaN,0.184806958344507,0.732543950488424,0.952756701486395
"m=20,a=0.7",20,0.7,45,classic,NaN,NaN,1.60003049755699,1.75998839856615
"m=20,a=0.7",20,0.7,45,robust_d_small,0.05,0.1,0.651463842516763,0.79452492587775
"m=20,a=0.7",20,0.7,45,robust_d_medium,0.35,0.7,0.657811164230675,0.80758660259806
"m=20,a=0.7",20,0.7,45,robust_d_big,1.5,3,0.660907259078321,0.804811907210008
"m=20,a=0.7",20,0.7,45,robust_d_auto,NaN,1.57604175337005,0.6585727214388,0.808437154804608
"m=20,a=0.7",20,0.7,46,classic,NaN,NaN,1.11641835006221,1.28810024180031
"m=20,a=0.7",20,0.7,46,robust_d_small,0.05,0.1,0.665380062492036,0.832857153651817
"m=20,a=0.7",20,0.7,46,robust_d_medium,0.35,0.7,0.664507631507186,0.82305843790806
"m=20,a=0.7",20,0.7,46,robust_d_big,1.5,3,0.661637733193034,0.818375515742342
"m=20,a=0.7",20,0.7,46,robust_d_auto,NaN,1.59219666396048,0.661588939470234,0.817063336008614
"m=20,a=0.7",20,0.7,47,classic,NaN,NaN,1.66974635252624,1.88326828526901
"m=20,a=0.7",20,0.7,47,robust_d_small,0.05,0.1,0.872369261728429,0.993195320325874
"m=20,a=0.7",20,0.7,47,robust_d_medium,0.35,0.7,0.875030286459795,1.00492483861437
"m=20,a=0.7",20,0.7,47,robust_d_big,1.5,3,0.873077708742389,0.996299372930695
"m=20,a=0.7",20,0.7,47,robust_d_auto,NaN,0.274768202202588,0.873479564705564,0.994904954115603
"m=20,a=0.7",20,0.7,48,classic,NaN,NaN,2.44784309047458,2.61521365326698
"m=20,a=0.7",20,0.7,48,robust_d_small,0.05,0.1,0.778998602890292,0.986058469056956
"m=20,a=0.7",20,0.7,48,robust_d_medium,0.35,0.7,0.783575561351329,0.976043473901834
"m=20,a=0.7",20,0.7,48,robust_d_big,1.5,3,0.763793444362042,0.984745304686921
"m=20,a=0.7",20,0.7,48,robust_d_auto,NaN,2.13953486406432,0.759236720724718,1.0100568473207
"m=20,a=0.7",20,0.7,49,classic,NaN,NaN,1.68358259656195,1.84969638933924
"m=20,a=0.7",20,0.7,49,robust_d_small,0.05,0.1,0.668267949072676,0.849369841938821
"m=20,a=0.7",20,0.7,49,robust_d_medium,0.35,0.7,0.669380038506389,0.851259511091468
"m=20,a=0.7",20,0.7,49,robust_d_big,1.5,3,0.699251123381317,0.91212533646976
